sku,weight (kg),depth (cm), length (cm),width (cm),height (cm)
DK22210,,51.6,30.48,37.8,15.7
DK22225,,51.8,30.48,43.7,15.7
DK11204,,51.5,,30,16.5
DR230CL,2.24,,,,
DK11208,,9,,3.8,
MK631BZ,,,8,1.2,
TZESE4,,,8,1.8,
DK22212,,,15.24,6.2,
DK22113,,,15.24,6.2,
MK221SBZ,0.044,18,4,17.5,1.8
DK11221,,2.3,,2.3,
TZEM31,,,8,1.2,
DK11209,,58.4,,52.4,15.7
DK22211,,,15.24,2.9,
QL700ZU1,2,18.419999999999998,55.5,27.4,23.490000000000002
TZEN251,,44,8,29,28.5
QL700SZU1,,22.1,0.9,12.7,15.24
DR2200,0.7,,,,
DK11201,0.265,0.5,,11.5,11.5
TZE211,,,8,0.6,
TZEFX621,,,8,0.9,
TC291,,,7.7,0.9,
DK11203,,8.7,,1.7,
TZE241,,,8,,
DK44205,,58.3,30.48,52.4,16.4
TX451,,,15,2.4,
STE141,,,,1.8,
C13T05404010,0.059,3.3,120,100,130.5
DK22214,,51.4,30.48,37.6,16
DR2005,0.7,,,,
DR241CL,2.06,36,,38.4,21.7
HL1110ZU1,5.3,31.3,,41.5,29.4
B5L09A,0.0010500000000000002,24.45,,34.61,18.73
TS32GJF790K,0.018,1,,10,12.8
C13T08074510,0.000251,32,120,80,22.2
QK555AT,,,,,2.54
4XB0F18667,0.626,14.7,,10.16,2.6100000000000003
C13T79114010,0.000116,3.7,120,100,46.5
DN-81201,0.1,3,1310,11.5,
DN-81200,0.04,3,850,11.5,
D7H14-67901,19.2,50.3,,60,67.1
PTP700ZU1,0.71,15.2,1,7.8,14.3
PTH500ZU1,1.65,24.5,,12.2,9.1
GLH105U1,0.39,5.9,,11,20.7
16310732,,,846,,
C1P70A,0.84,24,24,16.5,5
SDCFXPS-128G-X46,0.0085,4.3,,3.6,0.32999999999999996
AUV128-64G-RBE,0.011,6.9,,2.1,0.9
S0968990,5.43,,54.4,28.2,
S0968970,166.9,40,120,80,101.7
C33S045539,0.611,10.8,120,100,96
C33S045535,0.464,10.8,120,100,102
C33S045534,0.455,10.8,120,100,102
C33S045533,0.624,10.8,120,100,102
C33S045532,0.609,10.8,120,100,102
C33S045531,0.603,10.8,120,100,102
AUSDH32GUICL10-RA1,0.01025,12.9,,8.45,0.55
ASDH32GUICL10-R,0.002,2.4,,3.2,0.21000000000000002
DN-81001,0.035417000000000004,9,1310,12,
18508DMO,1.342,8.5,17.3,9.5,11.8
TS8GJF780,0.012,0.8099999999999999,,2.1,7
TS64GJF810,0.0124,2.04,,6.33,0.89
BU220CL,1.59,,,40.7,19.7
C13S053057,1,39,,15,20
S0847730,1.556,10.5,12,15.3,8.9
1T02MVCNL0,,60,,10,10
3006419-T,,,,10.16,
108R00999,0.227,11.5,11.5,11,4.5
DN-81004,0.035417000000000004,9,1310,11.5,
DN-81003,0.035417000000000004,3,1310,11.5,
DN-81000,0.035417000000000004,3.1,850,11.8,
DN-81002,0.035417000000000004,9,1550,11.5,
008R13056,3.6,,,,
CE310AD,0.1645,16.6,,36.3,8.6
C13S050670,0.000121,17.7,120,100,108.5
GFR381,0.0454,4.8,,14,1.3
TS8GJF350,0.0085,0.8699999999999999,,1.86,6.15
TS32GJF350,0.0085,0.8699999999999999,,1.86,6.15
JU-MR0B12-S1,0.0425,,,,
133-73,0.13,5,0.5,12.5,1.5
1805443,,,1.5,2.4,
1805432,,,5.5,2.4,
C13T671000,0.000228,14.5,120,100,46.5
C13S053043,0.00172,48,120,100,117
PAR411,,,,21,
C13S045289,4.82,112,120,80,159
C13T08044011,,2.6,120,100,145
CE725A,30.5,92,,97.1,57.8
1734525,,,3.5,2.4,
01970-058-3,,,,5.8,
GSR202,0.091,,1.5,,
TZES261,,,8,,
TZEN221,,37.5,8,21,25.5
TZE223,0.05,37.7,8,21,10.5
HGE231V5,,,8,,
TZES641,0.077,43.5,8,28.5,10.5
TZES631,0.057,37.5,8,21,15
TZES621,0.049,37.7,8,21.1,10.5
TZES151,0.094,43.5,8,35,9.5
TZES141,0.077,43.5,8,28.5,9.5
TZES121,0.049,37.5,8,21,10.5
TZEFX631,0.008,37.5,8,21,9
TZEFX241,,,8,1.8,
TZEFX231,0.014,38,8,20.7,9.3
TZEB51,0.032,43.5,5,34.5,10
TZE721,,,8,0.9,
TZE551,0.094,43.5,8,34.5,10
TZE521,0.05,37.5,8,21,10
TZE435,0.055,37.4,8,21,10.6
TZE421,,,8,0.9,
TZE344,0.077,44,8,29,10
TZE222,0.05,37.5,8,21,9.8
TZE135,0.055,37.5,8,21,9.7
TZEN231,,,8,1.2,
TZEFX651,0.008,43.5,8,35,10.5
TZEFX641,0.077,44,8,28.5,15.5
TZEFX251,0.035,43.5,8,34.4,10.5
TZEC31,0.055,38,5,21,10.3
TZEB31,0.055,37.7,5,21.2,10.4
TZE731,0.055,37.5,8,20.8,15.5
TZE661,0.149,52,8,47,15
TZE641,0.077,43,8,28.5,11
TZE631,0.055,37,8,21,10
TZE621,0.049,37,8,21,10
TZE611,0.045,37.5,8,21,8.7
TZE541,0.077,43,8,28.5,11.5
TZE535,0.002,37.5,8,21,9.6
TZE431,0.055,37.5,8,21.5,9.4
TZE355,0.094,43.5,8,34,10
TZE334,0.055,37.5,8,20.5,11
TZE325,0.05,37.5,8,21,8.7
TZE315,0.045,36.5,8,9.5,10
TZE261,0.149,51,8,47,9.5
TZE242,0.077,44,8,28.6,9.2
TZE231,0.8,0.8,8,5.6,5.8
TZE221,,,8,0.9,
TZE132,0.055,37.5,8,21,10
TZE131,0.055,37,8,21,9
TZE121,0.05,37.5,8,20.8,8.7
TZE111,,,8,0.6,
TZES251,0.094,43.5,8,35,10
TZE651,0.094,43.5,8,34.5,10
TZE531,0.055,37.5,8,21,10
TZE451,0.094,43.5,8,34,10
TZE441,0.077,43,8,28.5,10
TZE252,0.094,43.5,8,34,11
TZE232,0.055,37.5,8,21,10.3
TZE151,0.094,43.6,8,34.4,10.5
TZE141,0.077,43,8,28,10
TZES131,,,8,,
TZE751,,,8,2.4,
TZE741,0.077,43,8,28,10
TZE345,0.077,37.5,8,21,10
TZE253,0.094,43.5,8,35,11
TZE145,0.077,44,8,28.6,10
S0947420,1.29,,,10.2,5.9
TS8GUSDHC10,0.0004,0.1,,1.5,1.1
TS4GUSDHC4,0.0004,1.5,,1.1,0.1
TZES651,,,8,,
TZES241,0.077,43.5,8,28.5,10
TZES231,0.057,37,8,21,10.5
TZES221,0.049,37.5,8,21,9.7
TZE335,0.055,37.5,8,21,8.6
TZE251,,,8,2.4,
133-66,0.3,13.8,,15,1.8800000000000001
C792A1KG,2.47,,,,
GUB431,0.09072,,1.82,,
GUB231,0.04536,,1.82,,
GFR204SD,0.03628,,,,
TS32GJF700,0.0085,0.8699999999999999,,1.86,6.15
TS16GJF700,0.0085,0.8699999999999999,,1.86,6.15
S0915490,181.1,39,120,80,111
ST91000640NS,0.2,10.05,,7,1.48
BW867AA,0.0054,,,,
S0929100,0.307,,,5.1,8.9
133-50,0.322,2.7,0.5,20.3,1.7
3004645,2.62,,,,
05319GD11030,,,300,,
1T02KR0NL0,,50.5,,31.5,11.5
CG965A,8.1,21.8,,30.9,2.2
CN636A,2.72,4.1,,28.3,11.8
220-80E-00203,32.7,,300,21.6,
S0784440,132.4,9.7,120,80,106.2
18489,,,3.5,1.9,
S0721510,,,4,1.2,
S0904980,0.687,,,10.4,15.9
BP60PA3,0.073,,,,
DKN55224,,,30.48,,
44036022,1,10.2,,48.4,11.7
X860H21G,1.13,,,,
C13S020476,0.00038,21.5,120,100,74.2
C13T596C00,0.00075,32,120,80,50.2
2796B002,1.66,,,,
CB320EE,0.0408,2.4,,10.7,11.5
SDSDB-064G-B35,,0.21000000000000002,,2.4,3.2
B3P06A,0.25,12,,17.3,17
TS16GSDU1,0.002,0.21000000000000002,,2.4,3.2
00V7590,0.2,,885,,
MR-L6MQN-02,,10.2,846,2.15,10.540000000000001
ZE50062-R0E0000Z,17.3,43.8,600,24.5,30
ZE50043-L0E0000Z,15.4,37.9,600,24.5,30
80C2SY0,96.7,10.2,,14.1,7.2
80C2SK0,100,10.2,,14.1,7.2
80C20Y0,91.8,10.2,,14.1,7.2
ST4000NM0023,0.7,14.7,,10.18,2.6100000000000003
50F2U00,1.3,13.6,,45,18.2
TS16GCF1000,0.028,1.5,,8,13
52D0HA0,1.68,,,,
CF239A,14,70.2,,71.8,28
TS-RDF5K,0.018,0.89,,2.4,5.6
C13T671100,0.000229,14.5,,8.5,8.5
C33S045419,0.636,10.8,120,100,102
C33S045418,0.47,10.8,120,100,102
C33S045417,0.319,10.8,120,100,68.1
C33S045390,0.583,10.4,120,100,2.45
C33S045389,0.439,10.8,120,100,121.2
B11B205231BY,9.8,21.7,120,100,157.8
TS64GJF700,0.0085,0.8699999999999999,,1.86,6.15
42768,0.06,,,,
C13S051201,0.00128,49.5,120,100,2.68
CE248A,0.184,12,59,72,144
CE979A,5,,,,
CH649A,0.3,6.5,,24,27.5
CH648A,0.248,14.3,,2.8,13.2
CH645A,0.248,14.3,,2.8,13.2
CH644A,0.306,6.3,,29.4,26.5
CE314A,0.12129999999999999,9.2,80,120,110.9
CE017A,0.248,14.3,,2.8,13.2
S0915440,181.1,39,120,80,111
C13T580100,0.0050620000000000005,10,120,100,120
RDS01E2,,,44.3,10.2,4430
46X1290,0.2,2.15,846,10.540000000000001,10.2
4003276,0.27,,846,1.27,
CB457A,4.6,24.89,,59.79,28.4
CB459A,1.2,23.6,,49.510000000000005,16.509999999999998
CB385A,0.119,16.8,,60.3,32.7
133-46,0.4,4,,12.5,1.3
10006998K,4.9895,,,,
02300BK04045,,,450,,
S0784430,5372,20.3,61,23.6,22.8
TS1GCF133,0.0114,3.6399999999999997,,4.279999999999999,0.32999999999999996
22897000,,,360,,
108R00823,0.1134,10.790000000000001,,5.71,6.35
108R00774,1.52,49,,20.5,16.5
108R00776,1.52,50.160000000000004,,16.509999999999998,20.32
12A8302,0.8437,,,,
25A0013,,7.7,,12.6,5
C13T08914011,,2.6,120,100,48
C13T08944011,,2.6,120,100,43.6
C13T619000,0.00035099999999999997,25.5,120,100,175
Q1446A,514.8,,45.7,42,
CB384A,0.119,16.8,,60.3,32.7
CB387A,0.119,16.8,,60.3,32.7
CE530A,249.5,50,,54.4,26.8
GE262AA,0.63,,,10.17,2.54
Q1397A,275,,,,
C9410A,0.248,14.3,,2.8,13.2
Q8751A,366.6,,175,,
22847100,,,155,0.8,
C9518A,9.7,6.3,,29.4,26.5
LTXCLN,,,319,,
Q8005A,367,,91.4,,
C6569C,5.21,,,,
C6019B,221,,45.7,,
C4198A,0.114,26.4,,48.3,27
BP60PA,0.073,,,,
S0720570,,,7,1.2,
P10DDDLA00A,,,557,,
C13T606300,0.000429,29,120,100,198
S0721630,,,4,1.2,
C9450A,0.004900000000000001,4,,20.2,12.9
C13T05444010,0.059,3.3,120,100,130.5
Q1441A,474,,45.7,,
CB337EE,3.79,3.6,,11.6,11.5
MR-V1MQN-01,0.2225,,557.2,,
LTX400GN,,,680,,
Q1445A,2.94,,,,
Q7504A,4.7,39.4,,37.3,11.1
P10DDEQA00A,,,609,,
42918914,1,10.2,,48.4,11.7
BP60MA,0.145,,,,
C8560A,0.129,19,,58,19.5
C13S015073,0.0115,33.5,120,100,27
C9363EE,0.00517,11.3,,14.1,3.7
12070,0.29,,,,
C6030C,457,,30.5,,
800132-001,,,74,,
43832,,,320,,
C6570C,671.3,,30.5,,
C9404A,0.248,14.3,,2.8,13.2
C3876A,351.5,,,,
C13S015139,0.0167,19,120,100,190
1033A002,0.11,,,,
C13T08794010,,3.3,120,100,130.5
S0718850,,,2,1.2,
Q3964A,1.75,,,,
Q1396A,2.99,,,,
Q1444A,4.17,,45.7,,
C8563A,0.129,19,,58,19.5
S0720600,,,7,1.2,
C13S015086,0.0095,54,120,100,36
23R9830,0.239,,825,,
C6036A,4.63,10.8,45.7,91.5,96.52000000000001
C13S015066,0.015099999999999999,19.5,120,100,190
C6020B,303,,,,
C9408A,0.248,14.3,,2.8,13.2
108R00657,0.884,39,11,39,10
11776,223.7,,557,,
C9704A,89,,,,
C13T05484010,0.059,3.3,120,100,130.5
S0720500,,,7,1.2,
S0721530,,,4,1.2,
51604A,0.09,3.8,,7,11.4
95P4436,,,820,,
S0718040,,,3.5,1.2,
C9406A,0.248,14.3,,2.8,13.2
SDX4-200C,0.079,,246,0.8,
S0722540,0.348,,,5.7,3.2
C43S015352,,10,,8,1
C13S015339,0.013099999999999999,38.5,120,100,173
S0720670,,,7,0.9,
C6810A,264,,91.4,,
SDX2-50W,0.079,,230,0.8,
C13S045009,13.1,117,120,100,80
C9405A,0.248,14.3,,2.8,13.2
Q8004A,280,,91.4,,
C9407A,0.248,14.3,,2.8,13.2
S0720580,,,7,1.2,
109R00732,4.08,58.42,21,20.32,30.48
Q1405A,4.74,,,,
C13S015327,0.0111,49.5,120,100,2.12
TS2GCF133,0.039,2.5,,8,13
16260,0.2225,,560,,
C13T606200,0.000423,29,120,100,198
C8061A,0.127,15.6,,35.3,24.7
C9458A,0.004900000000000001,4,,20.2,12.9
24R1922,0.21,,680,,
43459330,0.25,5.6,,30.6,5.2
TS2GUSD,0.0004,0.1,,1.1,1.5
Q1398A,5.08,,,,
51642B,6.43,,,,
Q1442A,344,,45.7,,
C8561A,0.129,19,,58,19.5
C13S041396,0.003,66.3,120,100,108
C13T05944010,0.058,14.2,120,100,130.5
S0720590,,,7,1.2,
51631D,2.79,,,,
003R90569,0.08,,,,
S0720930,,,7,2.4,
P10DDLZA02A,,,319,,
C6602A,3.04,8.89,101.6,121.9,116.8
TS2GSDC,0.001,10,,0.3,13
S0722460,0.059,,,5,1.2
C13T580800,0.0050620000000000005,10,120,100,120
C6035A,224,,45.7,,
C13S041703,0.014969,118,120,100,103
ST3146855SS-RFB,0.771,4.6,,10.16,2.54
ST3146356SS-RFB,0.674,14.61,,10.16,2.54
7107935,0.243,6.8,48.7,6.8,8
C13T619300,0.000512,28.5,120,100,39.5
HGE251V5,,,8,2.4,
STE161,,,3,3.6,
DN-81010,0.035417000000000004,10,850,7,
IS-FL-DA-256-8,0.025,2,,8,1.05
IS-FL-DA-256-4,0.025,2,,8,1.05
MFM1T02A-SR,,5.65,,1.34,0.85
AMRDCP100KIT,13.61,60.96,,60.96,21.8
AG4732TB,,2.2,,8,0.22999999999999998
47913,0.015,7.45,,13.3,14.4
36903,,,3,,
47912,0.015,7.45,,13.3,14.4
47911,0.026,,,360,16.1
ZAD00071GB,0.32,11.98,,19.8,0.8949999999999999
UACC-ADAPTER-PT-120W,0.448,16.91,,7.5,3.16
90LM09C0-B01970,17,15.540000000000001,,119.64000000000001,37.17
77B10AA,0.189,6.7,1.5,10.2,11.2
8F3E3AA,0.3,17.3,,23,6
PY9-00028,0.0028,,,,
5M9M5EA,2.95,13.2,,49.8,23.5
URT-602B,,,2,,
URT-601B,,,1,,
URT-600-HW,0.014,,0.25,,
URT-600W,,,0.5,,
URT-605K,,,5,,
URT-606K,,,6,,
URT-603W,,,3,,
RB-481A,,,0.45,,
RB-307,,,10,,
RB-305,,,5,,
ERT-605W,,,5,,
ERT-600K,,,0.5,,
ERT-602W,,,2,,
ERT-601W,,,1,,
ERT-601K,,,1,,
ERT-610W,,,10,,
ERT-600B,,,0.5,,
ERT-600W,,,0.5,,
ERT-610K,,,10,,
ERT-603K,,,3,,
EF-ZF741CTEGWW,0.025,0.9800000000000001,,7.45,16.759999999999998
AORUS 17H BXF-74UK554SH,2.7,25.4,,39.8,3
6U4S3EA,7.25,20.5,,39.4,49.9
613156-001,0.7,16.9,,7,4
402018-001,0.281,,,,
PB700-U-16-WW,0.228,15.5,,13.430000000000001,0.78
PB634-A-WW,0.186,7.6,,10.8,15.6
PB970-M-WW,0.369,17.3,,0.79,23.619999999999997
PB743K3-1-WW,0.27,0.795,,13.4,18.95
PB618-P-WW,0.155,0.8,,10.8,16.130000000000003
PB634-3-WW,0.186,7.6,,10.8,15.6
H-S-634-B-WW,0.08,0.8,,11.2,16.4
HN-FP-PU-743G-SG-WW,0.073,0.25,,15.87,18.96
T3028GB,1.06,8.4,,8.4,2.8
006R04808,0.46,11,,32,11
006R04807,0.43,11,,32,11
006R04806,0.43,11,,32,11
006R04811,0.46,11,,32,11
006R04794,0.76,11,,32,11
006R04810,0.46,11,,32,11
006R04801,0.8,12.2,,38.5,14
006R04796,0.95,10.4,,34.5,13.2
006R04813,0.82,12.2,,38.5,14
006R04809,0.52,11,,32,11
006R04795,0.95,10.4,,34.5,13.2
006R04805,0.47,11,,32,11
006R04804,0.43,11,,32,11
ZT-D40730R-10P,,13.6,,33.65,7.4799999999999995
60U6300000AB,4.7,38.9,,39.2,23.9
60U6300000AD,1.48,13.1,,63.1,18.3
126-29,0.252,12,1.1,12,3.5
006R04802,0.78,10.4,,34.5,13.2
006R04819,0.86,10.4,,34.5,13.2
006R04803,0.78,10.4,,34.5,13.2
006R04812,0.79,10.4,,34.5,13.2
006R04800,0.78,10.4,,34.5,13.2
006R04815,0.79,10.4,,34.5,13.2
006R04818,0.86,10.4,,34.5,13.2
006R04817,0.92,12.2,,38.5,14
006R04814,0.79,10.4,,34.5,13.2
82J1001PMH,1.33,20.240000000000002,,28.96,1.9899999999999998
CMA372,227,,,,
XTREAMP2,0.2,,1.8,,
XTREAMH4,0.1134,5.59,1.8,16.759999999999998,20.830000000000002
XTREAMP1,,,1.8,,
XTREAMH5,0.2268,7.62,1.8,17.78,19.05
NUSCAN5200TR,0.907,18.28,1.83,26.669999999999998,11.43
NP750XGJ-KG3UK,1.55,22.91,,35.660000000000004,1.54
NP750XGJ-KG4UK,1.55,22.91,,35.660000000000004,1.54
CYBERTRACKH4,0.08165,5.71,1.5,15.24,17.78
84C19AA#ABA,0.96,16.3,,17.6,4.4
816Y9EA#ABU,1.4,48.3,,6.9,30.5
CDL-160,0.046,,1.8,,
UA-LOCK-MAGNETIC-540KG,2.9,0.6,,26.6,4
VB-CAM-002,0.18,6.1,,16.7,12.2
SFP-25G-LR-S-AO,,,1310,,
RMI3-FLIP2,14.8,11.4,,92.1,61.6
C9Z0W20224,1.32,11.43,,32.769999999999996,4.57
4J0A2ET,0.76,14.3,,27.5,14.85
LNQ100X480G-RNNNG,0.034,6.9799999999999995,,10.02,0.7
LNQ100X240G-RNNNG,0.034,6.9799999999999995,,10.02,0.7
47690,,2.2800000000000002,3,1.16,0.8300000000000001
36919,,,3,,
450-ALJL,,,1,,
VK330,1.83,33,34.3,26.3,19.5
VK304,0.98,20.8,22.3,17.5,9
MPY-6,,22,,24.5,
DVT2050/00,0.055,1.4,,10.8,3.7
DELL-U2722D/RFB,4.38,4.95,1.8,61.129999999999995,35.2
90LM06H5-B01370,6.8,5.39,,61.2,36.5
8R708AA,,14.9,0.89,17.5,5.5
8D3J2AA,0.16,,,,
8R707AA,,14.9,0.89,17.5,5.5
8D3J8AA,0.703,18.5,,21,11.5
8D3G9AA,0.104,,,,
8D3G8AA,0.3,21,,19,5.5
848Z8AA,1,24.3,,22.2,6.9
849B6AA,1.97,11.5,,48.3,39.4
306-7ZP0C11-CE0,3,28.7,110,20.9,12.9
16824123,0.616,12.3,,16.2,9.8
PX-HSBT201,0.095,,,,
849B4AA,1.97,11.5,,48.3,39.4
L-X280-UK-P001,1.13,20.98,,30.77,1.78
2469-ANTI-BLUE-LIGHT,0.439,36.8,39,60,14.5
9S9P7EA#ABU,2.96,59.8,,6.9,34.5
ERT-602B,,,2,,
DN-95423,1.05,6.7,,50,
7Y209AA,0.02,1.5,2.17,5.3,9.1
456-8980,,15.24,,25.4,15.24
17TF6-PRIVACY-SCREEN,0.308,46,48,38,17
156LT-PRIVACY-SCREEN,0.208,39,43,27.5,15
156T6-PRIVACY-SCREEN,0.214,39,43,27,15
141T6-PRIVACY-SCREEN,0.2,39,43,27,15
133MF-PRIVACY-SCREEN,0.174,39,43,27,15
133T6-PRIVACY-SCREEN,0.167,24.5,27,43,15
125TF-PRIVACY-SCREEN,0.155,24.5,27,43,15
123SP-PRIVACY-SCREEN,0.18,24.5,27,43,15
124SL-PRIVACY-SCREEN,0.178,24.5,27,43,15
121T6-PRIVACY-SCREEN,0.188,38.7,43,27,15
JBLT205BLK,5.13,4.6,46.1,44.3,22.8
AORUS 17X AZG-65UK665SH,5.68,58.7,,8.5,38.4
9S6-3CA91T-093,6.3,7.590000000000001,,61.15,37.28
90YH03Z0-BAUA10,1.23,16.5,3,19.8,29.7
86B20EA#ABU,1.41,6.9,,48.3,30.5
1304008,8.4,40.1,,58.9,42.1
L-T480-UK-T005,,23.25,,33.660000000000004,1.9899999999999998
TS525TU,24.9,3.8,,74.9,52.7
TS325TU,34,3.3,,74.9,43.7
RMF3,5.3,2.5,,55.9,48.7
PNRUB,29.9,63.5,,60,53.8
PDRUB,90.7,8.6,,100.3,56
MTTU,45.4,,,,
MTMP1U,11,8.1,,53,62.2
MTM1U,9,5.1,,65.7,43.2
MSD1U,60,13,,88.4,63.5
MSM1U,8,5.1,,65.4,46.4
LVS1U,20,10.2,,90.2,55.4
LTTU,45.4,,,,
LCM1U,45.4,16.2,,68.1,41.9
K2W110B,2,,,,
K3G320B,16,,,,
K3G120B,6.8,17.82,,19.18,98.58
K1P120S,5,,,,
FTR1U,1.81,,,,
FRA,24.9,2.1399999999999997,,43.82,43.82
996V8ET#ABU,9.24,40,,28.7,49.9
VBPRO.EXPSPK10,0.855,17.1,10,25.9,25.9
VB130.WALL,0.05,14.6,3,40.6,18.9
9S6-3DA61T-036,9,9.2,,70.94,42.93
9S6-3CB01T-046,6.5,7.590000000000001,,61.15,37.28
XU2793QS-B6,5.5,4.75,,61.35,36.4
XUB2793QS-B6,7.3,14.2,,69.1,44.7
SBS-165TM,0.035,2.98,,4.7700000000000005,16.36
G2770HSU-B6,5.4,14,,69,43.2
G2470HSU-B6,4.9,12.6,,61,41.3
450-AGNS,,,0.914,,
ERT-605K,,,5,,
APCRBC117-OS,24.494,64.77000000000001,,29.839999999999996,20.32
AMR6S32,11.4,13.5,,169.6,96.4
PA5217U-1PRP,0.317,13,,8.6,23.1
L2X04AA,,23.2,,18.4,5.75
ED494AA,0.281,11.5,,21.5,6.5
6U4S3EA-512GB,4.2,31,,27,10
671R2AA,303.4,7.5,0.18,9.7,23.7
133LT-PRIVACY-SCREEN,0.163,24.5,27,43,15
4X20E50560,0.5,14.5,,6.5,3
450-19099,0.52,15.49,2,7.62,7.62
450-18652,0.85,20,2,10,2.5
450-14627,,,1,,
2569-PRIVACY-SCREEN,0.5,42.5,45,77,17
31569-PRIVACY-SCREEN,0.6,42.5,45,77,15
14L61-PRIVACY-SCREEN,0.178,24.5,27,43,15
GX20K02934,0.27,9.2,,4,2.9
4X20E50561,0.5,14.5,,6.5,3
4X20E50559,0.5,14.5,,6.5,3
GX20K11838,0.16,9,,6,2.9
GX20L23044,0.19,4,,9.3,2.85
TC887,0.40824,,,,
4X20E50583,0.6,,,,
D232H,0.498,15.4,2,7.62,2.54
492-BCBI,,,1,,
492-BBSE,,,2,,
450-18940,,,1,,
450-18642,,,2,,
310-4180,0.40824,,,,
450-18654,0.85,20,2,10,2.5
330-1830,0.498,15.4,2,7.62,2.54
330-1826,0.3458,,0.914,,
P7CWW,,,1,,
RWHHR,,,1.8,,
450-AHRJ,,,0.914,,
450-ABFT,0.23,,1,,
450-18646,,,2,,
450-12062,,,1,,
492-BBSG,,,2,,
450-AGNM,,,1,,
450-19101,0.52,15.49,,7.62,2.54
2TXJ7,,15.5,1.8,,2.54
331-7957,0.5761000000000001,15.49,1.83,7.62,3.05
331-5817,0.522,15.5,1.8,7.6,2.5
492-BBOF,,,1.98,,
492-11417,,,2,,
450-AHOM,,,1,,
450-AGNP,,,1,,
450-18944,0.52,15.49,,7.62,2.54
330-0722,,,1.8,,
310-6580,0.408,,2,,
450-AGUT,,,91.4,,
310-7849,,,2,,
981-001451,0.122,7.2,1,17.4,18.4
981-001453,0.122,7.2,1,17.4,18.4
PA5096U-1ACA,0.0062,8.33,1.829,3.56,2.54
PA5044U-1ACA,0.15309999999999999,2.54,1.8,8.33,3.56
W2F75AA,0.875,9.6,,17.2,2.54
PA3743U-1ACA,0.173,,2,,
PA3822E-1ACA,0.213,4.57,2,9.4,2.54
PA3822E-1AC3,,,1.7,,
PX0105KA1AC3,0.14,4.55,,10.75,3
M2Q95AA,0.225,23,,29,4.5
KG298AA,0.342,,,,
EG410AAABU,0.45,5.9,,13.3,3.1
5054C005,3.09,,47.2,,
4009C001,,3.5,,13,9
4857C005,0.54,,9.98,,
9823A001,0.047,,,,
5564C005,,,8.45,,
2965C005,1.43,,13.98,,
Z160_13824_CTO,1.24,21.5,,30.410000000000004,1.1300000000000001
DELL-HD22Q-BB,0.67,11.74,,9.05,11.3
Z15W_41596_CTO,1.24,21.5,,30.410000000000004,1.1300000000000001
3380C153AA,0.485,7,1,13.25,8
Z160_3460_CTO,1.24,21.5,,30.410000000000004,1.1300000000000001
MB14AHD,2.64,1.25,,32.42,20.119999999999997
4L2/2301,8,12,28,26,32
4L1/2202,6,,50,25,25
4L2/2000,13,12,55.5,23,43.5
4L1/2201,6,,50,25,25
VFM-F51,130,,,,
VFM-W4X4V/2,1.66,6.4,,45,8.7
VFM-W4X4TV/2,2.1,6.4,,45,12.2
VFM-F50,130,,,,
TAT4556WT/00,0.129,3.9,,9.5,17.5
4X491AA#AC3,0.0535,2.1399999999999997,0.15,16.95,1.6300000000000001
70482,0.104,10.5,,13.3,2.4
IEC12VC14,,4.5,3,49,6
PDU6H16A,,,3,,
PDU8H,,,3,,
PX3-5190CR,5.6,32,3,41.5,57
72-3373,,,,3.88,2.5
ANE-L7012R,0.63,,8.74,,
EDA51K-1-BE31SQGRK,0.3,2.45,,7.3,16.4
EDA51K-0-BE61SQGRK,0.3,2.45,,7.3,16.4
02375-001,0.15,,0.29,,5.6
DK31C4DPPDUE,0.36,23.3,41,24,16
82HY000HUK,1.25,20.2,,28.96,1.9899999999999998
FZ-VZSU1XU,0.3629,15.49,,7.109999999999999,2.0300000000000002
FZ-VCN402U,0.051,3.3,,13.209999999999999,2.0300000000000002
920-010563,3.9,37.7,39.6,20,20.6
1C4Z6E9#ABB,5.3,3.85,,53.17,34.29
VP2786-4K,13.2,5.5,,61.3,35.8
M4XVJ,0.585,31.5,0.8,30,6.2
ENCR-10,,0.9,,34,50
XP2-GKDPB,0.052,2.5,,8,13
BEW2-ODPB,0.251,4.35,,5,17.2
CS-40,0.415,21.4,,15,2.1
XP2-MDPB,0.03,2.7,,4.8,14.5
XP2-GDPB,0.052,2.5,,8,13
S700BK,0.03,,,,
SRSXG300H.EU8,3.8,16.8,,35.4,20.8
FZ-40BPAAYBE,3.35,5.4399999999999995,,35.4,30.1
286723241,0.18,17.1,,8.8,6.3
SRSXG300B.EU8,3.8,16.8,,35.4,20.8
4D0Y5AV,1.37,22,,33,2
ANO-L6012R,0.39,26.2,850,7.8,7.8
ANV-L7082R,0.55,,10.709999999999999,,
ANO-L6082R,0.39,,26.2,,
ANV-L7012R,0.41,,9.17,,
ANO-L7082R,0.39,,3.3,26.2,
ANO-L7022R,0.39,,26.2,,
D-HPED800G3-MU-T002,1.21,3.4200000000000004,,17.7,17.5
MX542DN/A,0.011,,,,0.8
MME73DN/A,0.03791,1.92,,1.83,3.08
2D9K1E9#ABB,2.5,3.4,,53.58,31.560000000000002
HYDRA2,6.04,31,33,49,16
AMR1AWS,9.26,33.3,,95.6,92.6
HYDRA1,3.7,23.5,28.4,49,16.3
AMRV100B,0.36,2,,8.86,1.03
AMR1AC,3.3,41.9,,30,41.7
AMR1S32,2.44,30.7,,50.8,50.5
