sku,weight (kg),depth (cm),width (cm),height (cm)
459J3AA,9.2,19.5,59.6,41.6
9E0G5AA#ABU,10.4,16,69.9,44.6
9D9S0A5#ABB,9.2,16,69.9,44.6
9D9A7A5#ABB,7.4,14,62.1,41.1
9D9S0UT#ABB,9.2,16,69.9,44.6
9U5J5UT#ABB,5.86,12.4,59.5,39.1
8K135A5#ABB,10.3,16.1,71.5,45.5
8X530AT,7,37.3,62.5,14.2
8X530A5,7,37.3,62.5,14.2
8X534AT,7.4,,,
8J9E6A5,10.3,16.1,71.5,45.5
8J9E6AT,10.3,16.1,71.5,45.5
8X534A5,7.4,,,
8J9E6A5#ABB,10.3,16.1,71.5,45.5
8J9E6E9#ABB,10.3,16.1,71.5,45.5
8X530E9#ABB,7,37.3,62.5,14.2
8X534E9#ABB,7.4,,,
8X534A5#ABB,7.4,,,
8K135E9#ABU,10.3,16.1,71.5,45.5
8K135A5#ABU,10.3,16.1,71.5,45.5
8X534AA#ABB,7.4,,,
8K135AA#ABB,10.3,16.1,71.5,45.5
780K6AA#ABU,15.1,21.9,82.2,52.1
8X530A5#ABB,7,37.3,62.5,14.2
65P58AA,5.94,12.4,59.5,39.1
40Z29AT,12,19,69.5,48.3
40Z29AT#ABB,12,19,69.5,48.3
65P58AA#ABB,5.94,12.4,59.5,39.1
6N4D0AA#ABB,8,14,62.1,40
600Q8AA#ABB,0.53,5.33,7.5,2.2
40Z29E9#ABB,12,19,69.5,48.3
4J0P0AA#ABU,1.23,23.2,18.4,9.5
6PA50A4#ABB,11,26.9,64.6,43.8
K7B99A4,7.38,25,63.2,44
77B11AA,0.19,6.5,10,10.8
695J6AA,0.41,11,13.9,7.3
6Y7L1AA#ABB,0.26,10.6,12.4,6.3
695J6AA#ABB,0.41,11,13.9,7.3
1E7D6A6,0.52,9,31,42
CH001A,13.3,,,
Q6579A,4.35,,,
6N4C1E9,22.5,28,126.7,48.5
40Z26E9,17.7,28.1,90.5,48.1
7FP22UE,0.05,3.7,11.3,11.5
6N4C4E9#ABU,10.1,44.6,69.9,16
FLT6,0.52,22,22.5,9
UKC81721E,58,60,59,184
KBT600XE,15.7,61.5,98,42.5
KT90BLE,21.4,51.5,96.5,68
WNP96SLAAUK,79,60,65,88.5
DNP83SEUK,46,63,65,88.5
TR4110IBL2,147.2,68.2,114.2,103
TR93IBL2,115.5,67,96,101.5
TR103IBL2,1.33,67,106,101.5
TR4110BL1,147.3,68.2,114.2,103
KT110BLE,23.4,51.5,116.5,68
TR93BL,129.6,67,96,101.5
CX93IMBL,10.4,67,96,101.5
CX91IMBL,68.3,67,96,86
SIM3864MB,15.6,62,87,13
FAB28LRD5UK,85.6,86,68.5,166
FAB32RCR5UK,117,86,68.5,209
KD100HNE,28,52,106,69
KBT600VE,15.7,37.5,64.5,56
FAB32LRD5UK,117,86,68.5,209
KBTI9L4VN,32.9,84,117,57
KATE900EX,16.8,37.4,94.5,57.6
SI2741DUK,1.48,57.5,83.5,13
DUSF400B,54.6,67,64,81
FAB32RBL5UK,117,86,68.5,209
KSGT124X,11.9,47,108,42
SIM3644MB,10.7,62,70,11
KSG8P4X,12.8,36,78,44
C92GMX2,89.4,67,96,86
DI331C,43,66.5,65,89
SF6300TVX,37.9,68,64.5,67
CX61GMBL,53,67.5,67,86
SF64M3TVX,37,68,64.5,67
CX92IM,84.2,67,96,86
KD91XE3,13.9,58,97,34.5
SF64M3TB,36.5,68,64.5,67
KD61XE3,11.1,58,67,34.5
SF6400TB,36.6,68,64.5,67
DI262D,36.5,68,63.5,86.4
FAB28RCR5UK,85.6,86,68.5,166
FAB28RBL5UK,85.6,86,68.5,166
FAB28LCR5UK,85.6,86,68.5,166
FAB28LBL5UK,85.6,86,68.5,166
FAB30LBL5UK,92.4,86,68.5,181.5
FAB30RCR5UK,92400,86,68.5,181.5
FAB32LBL5UK,117,86,68.5,209
FAB32LCR5UK,117,86,68.5,209
FAB30LCR5UK,78.6,86,68.5,181.5
DI4522,31.6,68.5,49,87
DI322BQLH,44.7,67,65,85.8
A2PY-81,140.7,73.5,108,106
KI90XE,36.4,74,114,46
TR62IP2,78.9,68,67,102
KBT900XE,18,61.5,98,42.5
TR62P,80.5,68,67,102
TR62IBL2,0.08,68,67,10.2
SY93-1,121.1,67,96,101.5
PGF95-4,20.6,59,94.2,18.5
PGF75-4,15.1,60.3,81.1,16.6
KSED95NEE,16.9,43,98,58
KSED65PE,13.2,47,66,58
KD100HXE,27,50,156,64.5
SI2M7953DW,19.2,63,117,11.5
KSED95XE,16.4,43,98,58
KSED75XE,16,44,99,60
A5-81,205.1,72.5,157,105
TR62BL,80.5,68,67,102
SI1F7845B,14,60,86.8,11.8
KV28N,19.5,54.5,87,53.5
SE232TD1,5.2,10.5,57,35
DOSP6390X,66.2,67,62,95
SE264TD1,8.8,10,65,56.5
WNP96SEAUK,79,60,65,88.5
DNP92SEUK,0.04,63,65,88.5
SI2641DUK,9.8,57.5,66.5,13
PV395LN,23.6,61,110.5,17.5
PV264B,16,61,75,15
KI52E3,5.4,30.5,60.5,37
A2PYID-81,138.3,73.5,108,106
SUK92MX9-1,88.9,67,96,86
SUK92CMX9,87,67,96,86
SO6302M2X,42,68,64.5,67
SI2641D,12.7,57.5,66.5,13
SF6301TVX,37.4,68,64.5,67
SE484EMTD,12.7,62,87,13
KD90HXE,25.1,51.5,99,68
KBT700XE,18,58.5,99,41.6
CX91GMBL,67.9,67,96,86
CX93GMBL,10.4,67,96,101.5
MP322X1,26,44,64,43.5
PBF01CRUK,2.52,25.6,16.2,33.7
SMF03PGUK,11.6,25.5,41.5,46
TSF01SSUK,3.3,22.4,36.6,24.8
CGF11BLUK,4.78,,,
ECF02CRUK,6.7,41,23,42
DCF02BLUK,5.4,32.5,43.7,29.1
DCF02CRUK,5.4,32.5,43.7,29.1
KLF03RDUK,2.5,22.8,27.3,26
KLF03BLUK,2.5,22.8,27.3,26
KLF03PBUK,2.5,22.8,27.3,26
BCC13WHMUK,11.9,49.5,44.5,26.5
ECF02BLUK,6.7,41,23,42
MFF11BLUK,3,23.3,23.3,33.7
TSF03BLUK,5.5,37.5,37.5,27
KLF03CRUK,2.5,22.8,27.3,26
KLF03PGUK,2.5,22.8,27.3,26
BCC12WHMUK,,26.5,49.5,44.5
KLF03WHUK,2.5,22.8,27.3,26
TSF03WHUK,5.5,37.5,37.5,27
BCC13BLMUK,11.9,26.5,49.5,44.5
TSF01WHUK,3.3,22.4,36.6,24.8
MP422X1,25.7,44,64,43.5
FMI020X,16.5,44.5,65,40.4
S6EVW-N740,0.51,8.65,14,21.1
1.500211-E,0.06,12,12,6.2
LZ55750,2.5,60,31,37
EX975LVV1E,23,60.3,12.6,107.3
WG46H2AXGB,,69.1,65.3,87
LZ21WWJ12,5.6,45,35,27
SN73HX10VG,36.5,,,
ED851HWB1E,17,,,
ED651HSB1E,13.1,60.8,75.3,12.6
EP6A6HB20,15,,,
GI81NVEE0G,68.2,64,61,184
CM778GNB1B,40.6,,,
CS736G1B1,,70,65,52
KU21RVFE0G,33.3,64,64,89
EX975KXW1E,23,60.3,107.3,12.6
CM776G1B1B,37.8,,,
EX851HVC1E,,60.8,95.3,12.6
GS36NVIEV,77.1,66,76.5,192.5
ED811BS16E,30.6,66,94,43
EG7B5QB90,14.5,59.7,79.3,14.5
EP7A6QB90,19,,,
TF303G07,8,,,
CL120C,0.03,7.2,6.2,1.4
S821MBK,0.14,16.75,13.6,0.75
IZ380UKT,5.26,17,28,70
IZ400UK,5.32,33,48,40
BU3521UK,8.1,36.4,26.3,73.3
NV602UKT,9.25,23,31.4,83.5
EX300UK,13.6,41.6,33.5,75.4
IW4621UKT,9.43,295,367,785
NZ780UKT,9.18,9.18,22,87.3
NZ691UK,9,22,28.5,82.5
IP1251UKT,6.71,20.6,30.5,78.3
NZ691UKT,9.25,22,28.5,82.5
HZ500UKT,6.1,21,28,83.5
PX250UKT,6.51,34.3,30.2,38
CH950UKT,2,50.6,31.1,16.83
WV270UK,1.84,19.1,12.6,46.5
WV361UK,5.6,27,34,67
WV200UK,2.9,7,18.1,7.6
WV362UKT,5.16,16.5,29,66.5
PX200UK,5.15,5.15,35.3,38.8
PX200UKT,5.15,31,35.3,38.8
NZ801UKT,10.3,30,34,74
NV602UK,9,23,31.4,83.5
IZ420UKT,5.4,28.7,19.3,80.3
IZ400UKT,5.35,33,48,40
IZ202UK,5.63,33,48,40
ICZ300UK,8.96,30.5,29,81
ICZ300UKT,10.2,29.5,35.5,77
HZ500UK,7.05,19,27.8,80.2
EX150UK,10.1,33.8,37.6,75.9
EX200UK,10.3,33.8,37.6,75.9
SSM300RADWSF10,56,26.3,365.7,20.3
SEWS400BV-A,58,20.8,471.8,19.7
SSM400RADC,106,36.5,465.2,28.5
SFSC171,13,24,196,15.5
SFFS305RP,57.7,33.5,140,32
SFFS305FR,57.7,33.5,140,32
SWS180WSF,8.6,16.5,205,13.5
STS125,8,22,180,13
SSM300RADWSF,56,26.3,365.7,20.3
SFFS404FR-FABRIC,7.8,38,120,11
SFFS203RP-WSF-Fabric,3.8,38,120,11
SETTS300WSF-AW-WOVEN,38.9,20.8,393.6,19.7
SWS200WSF10,12.8,16.5,239,13.5
SWS150B,8.6,16.5,183,13.5
STS180,11,22,211,13
SETTS350WSF-AW10RP,56,20.8,442.3,19.7
SESC180B1610-A2,13.3,20,208.5,20
SWS150BV,9,16.5,180.6,13.5
STS150,9.85,22,191,13
SSM240RADWSF,41.8,26.3,294.7,20.3
SFSC400-10,24,29.5,250,18.4
SWS180WSF10,8.6,16.5,205,13.5
SFSC450,250,30.7,260,19.6
SFFS305RPFabric,5.3,38,120,11
SWS125B,8.26,16.5,157.6,13.5
SSM240RADWSF-10,41.8,26.3,294.7,20.3
SFFS404FR,62.1,50.5,138.5,40.7
SETTS240WSF-AW10RP,28.4,20.8,323.4,19.7
SETTS221WSF-ALR,30,22,310,22
SETTS200WSF-AW-WOVEN,24,20.8,292.8,19.7
SETTS240WSF-AW-WOVEN,28.4,20.8,323.4,19.7
SEWS200RBV-ATR,14.5,16,259.1,15.5
STRV102L,59,62,87,19
640-19,0.25,6,17,21
331-00,0.13,14.5,8,4.3
631-03,0.18,12.1,8,4.4
820-98,0.19,23,21,2.5
520-32,0.2,5,5,25
126-50,0.05,2,9,12
325-28,0.3,9,18.5,27.5
126-40,0.07,2.7,8.6,12
126-37,0.32,12,19,25
441-60,0.17,3,14.3,14.3
341-42,0.07,3.5,7,9
441-50,0.05,2.1,8.1,16.4
420-83,2.02,12,22,18
421-14,1.05,9,16,14
421-15,2.3,7.4,24.5,28
421-11,0.24,4,10,20
421-13,0.93,18.7,10.4,9.1
421-12,0.37,3.2,9.6,19.1
421-06,1.05,10,18,20
420-97,0.27,3.3,10.3,13.8
420-98,0.95,10.8,21.5,10.3
420-96,0.19,2,10.3,13.8
441-49,0.6,3.9,7.7,11.2
421-07,0.25,7,15,7
421-08,0.36,6,19,7
421-10,0.1,4.5,8.5,13.5
NP964XFH-XA2UK,,29.22,47.8,4.49
UE85U8020FKXXU,40.7,17.1,207.5,120
UE65U8020FKXXU,21,14.2,157.8,93
QE50Q7F2AUXXU,13.5,12.7,125.5,76.5
QE75Q7F5AUXXU,34.2,17.5,182.2,110
QE85Q7F2AUXXU,45.1,17.1,207.5,120
QE55Q7F5AUXXU,17.1,14.2,136.9,82.8
QE43Q7F2AUXXU,9.8,12.3,109.7,65
QE55QNX1DATXXU,23,15.4,139.6,82.8
QE85QNX1DATXXU,55.6,19.6,205,120.2
QE65QNX1DATXXU,30.5,16.4,160.6,93.5
QE43LS03FAUXXU,14.6,16.5,108.7,67.7
QE65QN900FTXXU,33,16.4,160,93.3
QE50QN90FATXXU,21.5,14,131.7,76.7
QE65QN90FATXXU,33.6,18.5,162.2,93.5
QE65LS03FAUXXU,32.1,19.1,161.4,95
QE55QN90FATXXU,25.5,17,144.8,82.6
QE55LS03FAUXXU,27.2,18.5,140.5,84.6
HW-B650D/XU,9.1,23.5,92.5,44.5
UE75DU8500KXXU,42.8,19,183.4,113.8
QE50LS01DAUXXU,28.8,29.9,130.1,82.7
QE65LS01DAUXXU,48.1,37.7,163.6,102.8
QE55LS01DAUXXU,34.9,30.8,140.3,89.4
QE43LS01DAUXXU,22.7,26.5,112.3,73.4
HW-Q800D/XU,18,27.2,118.2,57.6
HW-Q990D/XU,28.2,27.7,130.9,59.5
HW-Q930D/XU,23.9,27.7,118.7,58.5
UE50DU8500KXXU,16.3,13.7,124.6,77.1
UE43DU8500KXXU,12.2,12.9,109.3,67.7
UE65DU8500KXXU,28.7,16.4,161.2,95
QE55Q70DATXXU,21.1,14.8,139.9,84.6
QE32Q50AEUXXU,7.6,12,81.1,53
UE65DU7100KXXU,16.4,17.9,160.6,95
QE65QN800DTXXU,43.4,19,165,93.5
QE65QN95DATXXU,35.5,18.5,162.2,93.5
QE65Q60DAUXXU,28.3,16.4,161.2,95
UE65DU8000KXXU,28.3,16.4,161.2,95
UE50DU7100KXXU,14.2,15.4,124.8,76
UE55DU7100KXXU,16.4,15.8,138.6,82.8
UE50DU8000KXXU,15.9,13.1,124.6,76.1
UE43DU8000KXXU,11.6,12.6,109.3,66.7
QE43Q60DAUXXU,11.6,12.6,109.3,66.7
QE65S95DATXXU,39.8,17,162.5,93.5
QE48S90DAEXXU,16.5,14.3,120.2,74.8
QE65S90DATXXU,28.4,16,161.7,95
QE55Q60DAUXXU,22,14.8,139.9,84.6
QE50Q60DAUXXU,15.9,13.1,124.6,76.1
QE55LS03DAUXXU,27.2,18.5,140.5,84.6
UE24N4300AEXXU,5.4,12,74.7,41.9
VG-SCFC85SGMXC,2.84,9.8,201.6,9.7
HG50ET670UZXXU,19.3,15.2,135.7,78
HG55ET670UZXXU,22.8,15.8,146.7,84.3
LS32DM801UUXDU,10.4,48.5,92.5,13.2
LS37D702EAUXXU,11.5,60.4,92.1,18.1
LS27D402GAUXEN,5.6,48.8,65.5,10.9
LS27D300GAUXXU,4.3,40.3,71,10
LS49DG934SUXXU,18.5,47.4,135.2,24
LS22D310EAUXXU,4,37.6,56.9,11.7
LS24D310EAUXXU,4.6,42,61.7,11.7
LS22D300GAUXXU,3.1,33.4,58.5,10
LS24D300GAUXXU,3.8,36.3,63.6,10
LS22D400GAUXXU,4.5,41.6,53.2,10.9
LS27D400GAUXXU,5.6,48.8,65.5,10.9
LS32DG702EUXXU,10.1,51.7,79.6,16.6
LS27DG702EUXXU,8.9,47.8,69.5,15.9
LS27DG612SUXXU,9.5,46.4,68.4,20
LS32DG300EUXXU,8.5,53.2,82,19
LS24D366GAUXXU,4.9,16.2,61.2,39
LS24DG302EUXEN,5.6,43.9,61.8,18.4
LS27D360GAUXEN,6,17.5,68.7,44.2
LS32DG500EUXEN,9.7,51.9,79.8,16.6
LS27D360GAUXXU,6,44.2,68.7,17.5
LS32DG502EUXXU,9.7,51.9,79.8,16.6
LS32DM801UUXXU,10.4,48.5,92.5,13.2
LS32D800UAUXEN,8.9,54.6,79.8,16
LS32D800EAUXEN,8.9,54.6,79.8,16
LS27D800EAUXEN,7.9,51,68.7,16
LS55CG970NUXXU,57.1,31.7,136.2,92.2
LS34C650TAUXEN,10.5,36.7,80.7,12.5
LS24C432GAUXEN,6.8,39.2,78,15.4
LS24C312EAUXEN,4.3,38,60.7,14.7
LS22C310EAUXEN,3.7,35.2,54.6,14.6
LS22C310EAUXXU,3.7,35.2,54.6,14.6
LS27C310EAUXXU,5.6,15.5,67.8,43
LS32C390EAUXEN,9.3,24.2,80.6,54.2
RS67A8811S9,117,77.6,98,190.7
NK36N9804VB,37.6,91.5,103.4,45.3
BRB26705DWW,70,62.9,60,186.4
BRR29600EWW/EU,70,62.9,58,186
BRZ22600EWW/EU,67,62.9,54,186
NK24M3050PS/U1,9.4,29.3,65.2,51
RB53DG703CS9EU,112.5,74.5,77.5,211.6
BRB80F26ADS0EU,70,62.9,60,186.4
RB34C600ESA,69,74,63.7,193.5
RS66DG813CS9EU,125,77.6,98,191.2
RS62DG5003S9EU,,77.6,97.4,190.9
RS65DG54M3SLEU,0.12,77.6,97.4,190.9
RS68CG882ES9EU,115,77.6,98,191.2
QE75QN73FATXXU,40.3,16.4,181.5,108
MS23K3513AW/EU,13.5,42.3,55.2,32.6
QE65QN73FATXXU,28,14.8,159.7,93.3
SU408A,1.35,29.1,35.8,17.6
MC32K7055CK,23,56,60,38.2
RH60EDOEH6011SS,61,68.4,64.5,97.7
RH180FFFF551E1W,56,63.2,57.8,185.2
RH145FF501E1B,42.5,59,54,152
RH300CF201B,50,70,112,85
RH180FF541E1S,56,63.2,57.8,185.2
RH180FFFF551E1B,56,63.2,57.8,185.2
RH85UCLF552E1W,28,58.8,57,88.5
RH180FFFF551E1S,56,63.2,57.8,185.2
RH180FF541E1B,56,63.2,57.8,185.2
RH85UCFZ552E1W,26,58.8,57,88.5
RH180FFFF551E1DS,56,63.2,57.8,185.2
RHTTLF1,15.9,47.6,51.8,52.5
RH55LF143SS,42,60.5,57.5,147.3
RH55LF143B,42,60.5,57.5,147.3
RH99CF1001B,23,52,57.8,87
RH142CF2002B,26,57.8,66.5,86.5
RH60EDOIH6011SS,61,68.4,64.5,97.7
RH60EDOIH6011B,61,68.4,64.5,97.7
RH90AFF201SS,82,63,97.2,186.2
RH85UCLF552E1B,28,58.8,57,88.5
RH198CF3003B,29,57.8,85.3,86.5
RH145FF501E1W,42.5,59,54,152
RHTTF0E1B,16.6,46.5,52,50.9
RH85UCFZ552E1B,26,58.8,57,88.5
RH198CF0E1W,29.2,57.8,85.3,86.5
RH99CF0E1W,23.05,52,57.8,87
RHTTFZ1,18.35,47.5,51,52.5
RHTTF67SS,18.7,54.5,46.5,71.5
RHTTF67B,,54.5,46.5,71.5
RHMT2005B,12.7,39.6,52.3,30.9
RHEM2301S,15.2,44.9,57.9,37.7
RHM2026C,13.5,40.5,50.3,32.7
CLA60NGFCR/C,57.3,64.5,68.4,92.2
CLA60NGFBL/C,57.3,64.5,68.4,92.2
CLA60EICR/C,47,64.5,68.4,92.2
CLA60DFFCR/C,47,64.5,68.4,92.2
PROPL60ECSS/C,47,64.5,68.4,92.2
PROPL60EISS/C,47,64.5,68.4,92.2
PROPL60ECBL/C,47,64.5,68.4,92.2
PROPL60EIBL/C,47,64.5,68.4,92.2
CLA60EIBL/C,47,64.5,68.4,92.2
EDDLO110DFGBLK/CM1,149.5,72,119.9,100.6
EDDL100DFGBLK/CM1,136.9,72,109.7,100.6
WBE660S-EU0101F,2.04,23.1,37.7,9.3
ER8411,3.68,52.8,33.6,10
HL1212WVBZU1,8.11,36.3,43,47.4
8T2A8EA#ABU,9.24,40,28.7,49.9
8S9Q3EA#ABU,,6.9,55.2,34.5
2X-047G,0.33,10.2,8.5,5
2X-046G,0.42,11.9,5.9,16
2X-045G,0.28,23.9,5.9,16
2X-044G,0.44,12.4,4.2,12.9
2X-043G,0.18,12.4,4.2,12.9
2X-031G,0.36,11.9,5.9,16
2UN30AA#UUZ,0.6,17,46.5,3
2R7F4A#B19,7.6,33.1,43.2,29.1
2PASTSC-WALL-MOUNT,15.2,50.6,96.5,16.3
2MC1S-MONITOR-STAND,5.2,27.5,43.5,11
2M2-REMOVABLE-PCIE,0.5,15.1,23,4.6
2L-7D02UHX5,0.4,,,
2L-7D02UHX4,0.29,,,
2L-7D02UDX2,0.36,,,
2L-7D02H21,0.12,,,
2K-0001,1.01,70.3,11.2,8.2
2HU84AA#ABB,0.14,14.1,19.7,5.4
2HU84AA,0.14,14.1,19.7,5.4
2HU83AA#ABB,0.14,14.1,19.7,5.4
2F2L4AA,0.21,31,37,1
2F2K6AA,0.24,32.5,40,1
2F1X4AA,0.21,31,37,1
2E6V0AA,0.26,27.1,40.7,
2DW52AA,0.45,13.5,28.5,8.5
2D9J9E9#ABB,4.1,11.8,55,35.5
2D9J9E9,4.1,11.8,55,35.5
2D9J9AA#ABB,4.1,11.8,55,35.5
2D9J9AA,4.1,11.8,55,35.5
2D799AA#ABB,0.26,9.5,10,9.5
2D799AA,0.26,9.5,10,9.5
29S0600,4.9,44.8,43,18.8
27US550-W.AEK,7.3,44.7,69,16.7
27M2N5500/00,9.53,18.8,73,47.8
27M2N3500NL/00,6.88,14.1,69,42
27M2N3201A/00,9.15,18.8,73,47.8
27M2N3200A/00,9.46,18.8,73,47.8
27M2C5501/00,9.16,18.8,78.5,48
27M2C5500W/00,10.3,19,78.5,48.3
27M2C5201L/00,7.72,16.1,73,44.5
27M2C5200W/00,9.15,18.8,78.5,48
27GS85Q-B.AEK,8.6,18.4,69.1,49.8
27GS60QC-B.AEKQ,6.3,16,68.5,43.5
27GS50F-B.AEKQ,5.9,15.6,77.6,43.5
27E1N1900AE/00,8.68,16,78,44.7
27BA850-B.AEK,10.8,54.7,72.1,18.9
27BA750-B.AEK,10.7,54.7,72.1,18.9
27BA650-B.AEK,10.7,54.7,72.1,18.9
27BA450-B.AEKQ,8.55,48.8,73.9,16.5
27B2G5601/00,10.3,15.9,73,44.5
27B2G5200/00,9.46,15.9,73,44.5
27B1U5601H/00,10.9,19.3,73,47.1
27B1U3900/00,10.1,19.3,73,47.1
27B1N3800/00,9.28,21.5,70,45.6
276B1/00,10.9,19.3,73,47.1
2769A-PRIVACY-SCREEN,1.3,71.3,43.9,4
275V8LA/00,6.45,14.1,73,45.3
275B1H/00,9.7,21.5,70,45.6
272S1M/00,9.45,21.5,70,45.6
26699-999-899,,4.55,22.5,11.2
265D9A6,0.08,8.05,,
265A9A6,0.08,8.05,,
2602A001,0.23,,,
25119,0.65,15.5,16.5,4.5
25039,0.04,4.5,11.5,2
24WF2F53DB,,14.9,70.4,46.1
24MS550-B.AEK,4.5,17.5,60.7,40.4
24M2N3201A/00,7.38,18.8,73,42
24M2N3200A/00,5.75,16.4,60,52.6
24GS50F-B.AEKQ,5.3,15.6,71,40
24E1N1100A/00,4.68,12.4,61,37
24BA850-B.AEK,8.4,49.1,61.3,18.4
24BA750-B.AEK,8.3,49.1,61.3,18.4
24BA650-B.AEK,8.3,49.1,61.3,18.4
24B2G5301/00,7.84,13.9,61.5,38.5
24B1U5301H/00,8.32,19.8,60,40.6
2461A-PRIVACY-SCREEN,1.1,60.2,38.9,4
2461-ANTI-BLUE-LIGHT,0.35,37,57.7,0.4
243V7QDSB/00,4.82,11.5,58.8,46.5
242S9JML/00,7.15,13.9,73,42
242S1AE/00,7.91,18,62.5,43.5
242B1H/00,7.66,19.8,73,46.5
241E1SC/00,4.97,15.4,59.5,47.5
24189-999-899,,5.5,18.85,21.7
24189-889-889,,5.5,18.85,21.7
238A-PRIVACY-SCREEN,1.1,60.2,38.9,4
235N8AA#ABB,0.16,9.5,15.5,3.7
23189-999-979,,17,21.3,4
23189-989-979,,17,21.3,4
222S9JML/00,6.73,14.1,69,42
222S1AE/00,7.11,38,56.5,18.4
2201-52889-001,0.3,21,19,5.5
21Y56AA#ABB,16.7,22.5,95,48
2163,0.52,13,13.7,11.5
216065-02,0.19,13,10,4.2
214011-101,0.26,5.6,18.5,20.7
210-AXMB,8.6,13.99,72.31,42.7
210-AWLE,7.3,60.8,16.7,42
20X24AA,0.91,41.9,7.62,18.7
20N20Y0,0.86,40,12.5,12.5
20N20M0,0.86,40,12.5,12.5
20G06A#B19,7.3,24.5,60,49.9
20G05A#B19,7.3,24.5,60,49.9
20797-999-989,,20.8,11.5,4.1
20797-999-899,,13.7,11.5,4.1
20797-999-889,,20.8,11.5,4.1
201F8AA,0.26,18.4,23.2,3.9
2010377 - KTO,0.35,1,3.94,2.41
2010377,0.12,24.9,5.2,5.2
2010376 - KTO,0.35,1,3.94,2.41
2010376,0.12,24.9,5.2,5.1
2010365 - KTO,0.53,1,3.94,2.41
2010365,0.18,23.7,33,0.2
2010364 - KTO,2.1,43.7,56.4,2.1
2010364,0.17,23.8,33.1,0.25
2010363 - KTO,0.53,1,3.94,2.41
2010363,0.18,23.7,33,0.2
2010362 - KTO,0.53,1,3.94,2.41
2010362,0.16,33.1,23.9,0.7
2010361 - KTO,0.52,1,3.94,2.41
2010351 - KTO,0.6,51.6,33,1.5
2010351,0.13,23.8,33.1,0.25
2007711 - KTO,0.36,1,3.57,3.31
2007696 - KTO,0.28,1,3.94,2.41
2007472,0.81,19.2,15.2,9.4
1Y4D0UT#ABU,0.84,22,45.6,4.4
1Y4D0UT#ABB,0.84,22,45.6,4.4
1PV88A#B19,22.6,49.7,67.1,46.5
1P6FFCN-USB-SERIAL,0.1,22,0.1,20
1P6FFC-USB-SERIAL,0.1,0.1,22,20
1MP1ACG-MONITOR-ARM,3.8,13.6,29,46.2
1MFSW-MONITOR-RISER,2.6,28.4,64.7,5.9
1JS09A4R,7.2,42,62.5,27.3
1GF030APC1L04,0.2,11.2,7.14,6.5
1GF026GPG3L02,0.19,13.9,7.4,5.9
1GF026GPF1L02,0.19,13.9,7.4,5.9
1GF025FPC2L02,0.18,13.9,7.4,5.9
1E7D7A6,0.3,28.5,6,40
1D0K9AA,0.39,11.8,16.4,7.38
1C1Y5AA,0.2,8,18.9,4.4
1B065AT#ABB,1.54,6.1,40.5,28.4
1B065AT,1.54,6.1,40.5,28.4
1B065AA,1.54,6.1,40.5,28.4
1B-USB-C-SDE-ADAPTER,0.06,17,14.2,3
1B-USB-C-CFE-ADAPTER,0.1,10,17,3
1AHC-DESK-ARM-REST,1.2,28,12.5,14.5
1A9C9AA#ABU,9.2,14.9,65.5,40
1A9C9AA#ABB,9.2,14.9,65.5,40
1A217AA#ABB,0.54,9,35,31
1A216AA#ABB,0.54,9,35,31
19U64AA#ABB,0.14,8,11,5
1950-79,0.19,9.4,14.2,5.3
19.99.2095,0.08,,,
1734002,0.96,18.75,18.75,8.6
16Z90S-G.AA78A1,2.2,29,47.5,6
16Z90S-G.AA58A1,2.2,29,47.5,6
16LT6-PRIVACY-SCREEN,0.25,33,46.3,0.4
16B1P3302D/00,2.08,10.3,40.4,28.1
16B1P3302/00,1.99,10.3,40,28.1
169L0AA#ABB,10.4,41.1,59.6,22.5
169H9AA,0.25,13.9,6.5,8.9
160W-POWER-ADAPTER,0.35,9,16,20
1600A005B0,0.46,15.2,15.8,9.5
15MAM-PRIVACY-SCREEN,0.21,24.5,39,0.4
155UE-USB4-DOCK,1.3,23,14.5,8.9
154B-USBC-MULTIPORT,0.12,14.2,17,3
1517-49585-122,0.02,10,13.5,1
14LT6-PRIVACY-SCREEN,0.21,24.5,38.9,0.4
14L-PRIVACY-SCREEN,0.16,26,38.5,0.5
146B-USBC-HDMI4K-AOC,,23.4,22.4,3.9
145B-USBC-HDMI4K-AOC,0.43,23.4,22.4,3.9
14207-60,,15.5,15.5,5.5
14121-41,0.1,9.5,9,1
14121-40,0.03,16,22.5,1
14101-73,0.08,16,22.5,1
14101-61,0.08,16,22.5,1
14101-51,0.01,8.9,11.4,1
14101-37,0.11,8.75,22.2,14.8
13MAM-PRIVACY-SCREEN,0.19,24.5,39,0.4
137243,0.72,14.2,16.2,24.6
136-65,0.11,2.1,8.1,16.4
136-61,0.35,7.4,16,4.3
136-59,0.08,2,8,16.3
136-56,0.07,2,8,16.3
136-54,0.09,2,8,16.3
136-48,0.08,2,8,16.3
136-45,0.15,1.8,7.3,19
136-31,0.38,3.5,11.5,34
134-43,0.13,4.5,9.1,10.8
134-42,0.08,2,10,20
134-38,0.25,5.5,12,14
133-91,0.04,1.7,8.7,14.2
133-88,0.11,4.6,11.7,17.8
1308166,,15,21.7,5.2
1308165,,15,21.7,5.2
1308163,,15,21.7,5.2
1308152,,20.7,17.7,5.3
1308151,,20.7,17.7,5.3
1308047,,6.3,17,19.5
1308043,,6.3,17,19.5
1308041,,20.6,25.6,12
1308040,,20.6,25.6,12
1308023,,19.5,17,6.3
