sku,product_type,weight,additional_attributes
S6EVW-N740,simple,0.51,"ts_dimensions_height=21.1,ts_dimensions_length=8.65,ts_dimensions_width=14"
1.500211-E,simple,0.06,"ts_dimensions_height=6.2,ts_dimensions_length=12,ts_dimensions_width=12"
LZ55750,simple,2.5,"ts_dimensions_height=37,ts_dimensions_length=60,ts_dimensions_width=31"
EX975LVV1E,simple,23,"ts_dimensions_height=107.3,ts_dimensions_length=60.3,ts_dimensions_width=12.6"
WG46H2AXGB,simple,,"ts_dimensions_height=87,ts_dimensions_length=69.1,ts_dimensions_width=65.3"
LZ21WWJ12,simple,5.6,"ts_dimensions_height=27,ts_dimensions_length=45,ts_dimensions_width=35"
SN73HX10VG,simple,36.5,""
ED851HWB1E,simple,17,""
ED651HSB1E,simple,13.1,"ts_dimensions_height=12.6,ts_dimensions_length=60.8,ts_dimensions_width=75.3"
EP6A6HB20,simple,15,""
GI81NVEE0G,simple,68.2,"ts_dimensions_height=184,ts_dimensions_length=64,ts_dimensions_width=61"
CM778GNB1B,simple,40.6,""
CS736G1B1,simple,,"ts_dimensions_height=52,ts_dimensions_length=70,ts_dimensions_width=65"
KU21RVFE0G,simple,33.3,"ts_dimensions_height=89,ts_dimensions_length=64,ts_dimensions_width=64"
EX975KXW1E,simple,23,"ts_dimensions_height=12.6,ts_dimensions_length=60.3,ts_dimensions_width=107.3"
CM776G1B1B,simple,37.8,""
EX851HVC1E,simple,,"ts_dimensions_height=12.6,ts_dimensions_length=60.8,ts_dimensions_width=95.3"
GS36NVIEV,simple,77.1,"ts_dimensions_height=192.5,ts_dimensions_length=66,ts_dimensions_width=76.5"
ED811BS16E,simple,30.6,"ts_dimensions_height=43,ts_dimensions_length=66,ts_dimensions_width=94"
EG7B5QB90,simple,14.5,"ts_dimensions_height=14.5,ts_dimensions_length=59.7,ts_dimensions_width=79.3"
EP7A6QB90,simple,19,""
TF303G07,simple,8,""
CL120C,simple,0.03,"ts_dimensions_height=1.4,ts_dimensions_length=7.2,ts_dimensions_width=6.2"
S821MBK,simple,0.14,"ts_dimensions_height=0.75,ts_dimensions_length=16.75,ts_dimensions_width=13.6"
IZ380UKT,simple,5.26,"ts_dimensions_height=70,ts_dimensions_length=17,ts_dimensions_width=28"
IZ400UK,simple,5.32,"ts_dimensions_height=40,ts_dimensions_length=33,ts_dimensions_width=48"
BU3521UK,simple,8.1,"ts_dimensions_height=73.3,ts_dimensions_length=36.4,ts_dimensions_width=26.3"
NV602UKT,simple,9.25,"ts_dimensions_height=83.5,ts_dimensions_length=23,ts_dimensions_width=31.4"
EX300UK,simple,13.6,"ts_dimensions_height=75.4,ts_dimensions_length=41.6,ts_dimensions_width=33.5"
IW4621UKT,simple,9.43,"ts_dimensions_height=785,ts_dimensions_length=295,ts_dimensions_width=367"
NZ780UKT,simple,9.18,"ts_dimensions_height=87.3,ts_dimensions_length=9.18,ts_dimensions_width=22"
NZ691UK,simple,9,"ts_dimensions_height=82.5,ts_dimensions_length=22,ts_dimensions_width=28.5"
IP1251UKT,simple,6.71,"ts_dimensions_height=78.3,ts_dimensions_length=20.6,ts_dimensions_width=30.5"
NZ691UKT,simple,9.25,"ts_dimensions_height=82.5,ts_dimensions_length=22,ts_dimensions_width=28.5"
HZ500UKT,simple,6.1,"ts_dimensions_height=83.5,ts_dimensions_length=21,ts_dimensions_width=28"
PX250UKT,simple,6.51,"ts_dimensions_height=38,ts_dimensions_length=34.3,ts_dimensions_width=30.2"
CH950UKT,simple,2,"ts_dimensions_height=16.83,ts_dimensions_length=50.6,ts_dimensions_width=31.1"
WV270UK,simple,1.84,"ts_dimensions_height=46.5,ts_dimensions_length=19.1,ts_dimensions_width=12.6"
WV361UK,simple,5.6,"ts_dimensions_height=67,ts_dimensions_length=27,ts_dimensions_width=34"
WV200UK,simple,2.9,"ts_dimensions_height=7.6,ts_dimensions_length=7,ts_dimensions_width=18.1"
WV362UKT,simple,5.16,"ts_dimensions_height=66.5,ts_dimensions_length=16.5,ts_dimensions_width=29"
PX200UK,simple,5.15,"ts_dimensions_height=38.8,ts_dimensions_length=5.15,ts_dimensions_width=35.3"
PX200UKT,simple,5.15,"ts_dimensions_height=38.8,ts_dimensions_length=31,ts_dimensions_width=35.3"
NZ801UKT,simple,10.3,"ts_dimensions_height=74,ts_dimensions_length=30,ts_dimensions_width=34"
NV602UK,simple,9,"ts_dimensions_height=83.5,ts_dimensions_length=23,ts_dimensions_width=31.4"
IZ420UKT,simple,5.4,"ts_dimensions_height=80.3,ts_dimensions_length=28.7,ts_dimensions_width=19.3"
IZ400UKT,simple,5.35,"ts_dimensions_height=40,ts_dimensions_length=33,ts_dimensions_width=48"
IZ202UK,simple,5.63,"ts_dimensions_height=40,ts_dimensions_length=33,ts_dimensions_width=48"
ICZ300UK,simple,8.96,"ts_dimensions_height=81,ts_dimensions_length=30.5,ts_dimensions_width=29"
ICZ300UKT,simple,10.2,"ts_dimensions_height=77,ts_dimensions_length=29.5,ts_dimensions_width=35.5"
HZ500UK,simple,7.05,"ts_dimensions_height=80.2,ts_dimensions_length=19,ts_dimensions_width=27.8"
EX150UK,simple,10.1,"ts_dimensions_height=75.9,ts_dimensions_length=33.8,ts_dimensions_width=37.6"
EX200UK,simple,10.3,"ts_dimensions_height=75.9,ts_dimensions_length=33.8,ts_dimensions_width=37.6"
SSM300RADWSF10,simple,56,"ts_dimensions_height=20.3,ts_dimensions_length=26.3,ts_dimensions_width=365.7"
SEWS400BV-A,simple,58,"ts_dimensions_height=19.7,ts_dimensions_length=20.8,ts_dimensions_width=471.8"
SSM400RADC,simple,106,"ts_dimensions_height=28.5,ts_dimensions_length=36.5,ts_dimensions_width=465.2"
SFSC171,simple,13,"ts_dimensions_height=15.5,ts_dimensions_length=24,ts_dimensions_width=196"
SFFS305RP,simple,57.7,"ts_dimensions_height=32,ts_dimensions_length=33.5,ts_dimensions_width=140"
SFFS305FR,simple,57.7,"ts_dimensions_height=32,ts_dimensions_length=33.5,ts_dimensions_width=140"
SWS180WSF,simple,8.6,"ts_dimensions_height=13.5,ts_dimensions_length=16.5,ts_dimensions_width=205"
STS125,simple,8,"ts_dimensions_height=13,ts_dimensions_length=22,ts_dimensions_width=180"
SSM300RADWSF,simple,56,"ts_dimensions_height=20.3,ts_dimensions_length=26.3,ts_dimensions_width=365.7"
SFFS404FR-FABRIC,simple,7.8,"ts_dimensions_height=11,ts_dimensions_length=38,ts_dimensions_width=120"
SFFS203RP-WSF-Fabric,simple,3.8,"ts_dimensions_height=11,ts_dimensions_length=38,ts_dimensions_width=120"
SETTS300WSF-AW-WOVEN,simple,38.9,"ts_dimensions_height=19.7,ts_dimensions_length=20.8,ts_dimensions_width=393.6"
SWS200WSF10,simple,12.8,"ts_dimensions_height=13.5,ts_dimensions_length=16.5,ts_dimensions_width=239"
SWS150B,simple,8.6,"ts_dimensions_height=13.5,ts_dimensions_length=16.5,ts_dimensions_width=183"
STS180,simple,11,"ts_dimensions_height=13,ts_dimensions_length=22,ts_dimensions_width=211"
SETTS350WSF-AW10RP,simple,56,"ts_dimensions_height=19.7,ts_dimensions_length=20.8,ts_dimensions_width=442.3"
SESC180B1610-A2,simple,13.3,"ts_dimensions_height=20,ts_dimensions_length=20,ts_dimensions_width=208.5"
SWS150BV,simple,9,"ts_dimensions_height=13.5,ts_dimensions_length=16.5,ts_dimensions_width=180.6"
STS150,simple,9.85,"ts_dimensions_height=13,ts_dimensions_length=22,ts_dimensions_width=191"
SSM240RADWSF,simple,41.8,"ts_dimensions_height=20.3,ts_dimensions_length=26.3,ts_dimensions_width=294.7"
SFSC400-10,simple,24,"ts_dimensions_height=18.4,ts_dimensions_length=29.5,ts_dimensions_width=250"
SWS180WSF10,simple,8.6,"ts_dimensions_height=13.5,ts_dimensions_length=16.5,ts_dimensions_width=205"
SFSC450,simple,250,"ts_dimensions_height=19.6,ts_dimensions_length=30.7,ts_dimensions_width=260"
SFFS305RPFabric,simple,5.3,"ts_dimensions_height=11,ts_dimensions_length=38,ts_dimensions_width=120"
SWS125B,simple,8.26,"ts_dimensions_height=13.5,ts_dimensions_length=16.5,ts_dimensions_width=157.6"
SSM240RADWSF-10,simple,41.8,"ts_dimensions_height=20.3,ts_dimensions_length=26.3,ts_dimensions_width=294.7"
SFFS404FR,simple,62.1,"ts_dimensions_height=40.7,ts_dimensions_length=50.5,ts_dimensions_width=138.5"
SETTS240WSF-AW10RP,simple,28.4,"ts_dimensions_height=19.7,ts_dimensions_length=20.8,ts_dimensions_width=323.4"
SETTS221WSF-ALR,simple,30,"ts_dimensions_height=22,ts_dimensions_length=22,ts_dimensions_width=310"
SETTS200WSF-AW-WOVEN,simple,24,"ts_dimensions_height=19.7,ts_dimensions_length=20.8,ts_dimensions_width=292.8"
SETTS240WSF-AW-WOVEN,simple,28.4,"ts_dimensions_height=19.7,ts_dimensions_length=20.8,ts_dimensions_width=323.4"
SEWS200RBV-ATR,simple,14.5,"ts_dimensions_height=15.5,ts_dimensions_length=16,ts_dimensions_width=259.1"
STRV102L,simple,59,"ts_dimensions_height=19,ts_dimensions_length=62,ts_dimensions_width=87"
640-19,simple,0.25,"ts_dimensions_height=21,ts_dimensions_length=6,ts_dimensions_width=17"
331-00,simple,0.13,"ts_dimensions_height=4.3,ts_dimensions_length=14.5,ts_dimensions_width=8"
631-03,simple,0.18,"ts_dimensions_height=4.4,ts_dimensions_length=12.1,ts_dimensions_width=8"
820-98,simple,0.19,"ts_dimensions_height=2.5,ts_dimensions_length=23,ts_dimensions_width=21"
520-32,simple,0.2,"ts_dimensions_height=25,ts_dimensions_length=5,ts_dimensions_width=5"
126-50,simple,0.05,"ts_dimensions_height=12,ts_dimensions_length=2,ts_dimensions_width=9"
325-28,simple,0.3,"ts_dimensions_height=27.5,ts_dimensions_length=9,ts_dimensions_width=18.5"
126-40,simple,0.07,"ts_dimensions_height=12,ts_dimensions_length=2.7,ts_dimensions_width=8.6"
126-37,simple,0.32,"ts_dimensions_height=25,ts_dimensions_length=12,ts_dimensions_width=19"
441-60,simple,0.17,"ts_dimensions_height=14.3,ts_dimensions_length=3,ts_dimensions_width=14.3"
341-42,simple,0.07,"ts_dimensions_height=9,ts_dimensions_length=3.5,ts_dimensions_width=7"
441-50,simple,0.05,"ts_dimensions_height=16.4,ts_dimensions_length=2.1,ts_dimensions_width=8.1"
420-83,simple,2.02,"ts_dimensions_height=18,ts_dimensions_length=12,ts_dimensions_width=22"
421-14,simple,1.05,"ts_dimensions_height=14,ts_dimensions_length=9,ts_dimensions_width=16"
421-15,simple,2.3,"ts_dimensions_height=28,ts_dimensions_length=7.4,ts_dimensions_width=24.5"
421-11,simple,0.24,"ts_dimensions_height=20,ts_dimensions_length=4,ts_dimensions_width=10"
421-13,simple,0.93,"ts_dimensions_height=9.1,ts_dimensions_length=18.7,ts_dimensions_width=10.4"
421-12,simple,0.37,"ts_dimensions_height=19.1,ts_dimensions_length=3.2,ts_dimensions_width=9.6"
421-06,simple,1.05,"ts_dimensions_height=20,ts_dimensions_length=10,ts_dimensions_width=18"
420-97,simple,0.27,"ts_dimensions_height=13.8,ts_dimensions_length=3.3,ts_dimensions_width=10.3"
420-98,simple,0.95,"ts_dimensions_height=10.3,ts_dimensions_length=10.8,ts_dimensions_width=21.5"
420-96,simple,0.19,"ts_dimensions_height=13.8,ts_dimensions_length=2,ts_dimensions_width=10.3"
441-49,simple,0.6,"ts_dimensions_height=11.2,ts_dimensions_length=3.9,ts_dimensions_width=7.7"
421-07,simple,0.25,"ts_dimensions_height=7,ts_dimensions_length=7,ts_dimensions_width=15"
421-08,simple,0.36,"ts_dimensions_height=7,ts_dimensions_length=6,ts_dimensions_width=19"
421-10,simple,0.1,"ts_dimensions_height=13.5,ts_dimensions_length=4.5,ts_dimensions_width=8.5"
NP964XFH-XA2UK,simple,,"ts_dimensions_height=4.49,ts_dimensions_length=29.22,ts_dimensions_width=47.8"
UE85U8020FKXXU,simple,40.7,"ts_dimensions_height=120,ts_dimensions_length=17.1,ts_dimensions_width=207.5"
UE65U8020FKXXU,simple,21,"ts_dimensions_height=93,ts_dimensions_length=14.2,ts_dimensions_width=157.8"
QE50Q7F2AUXXU,simple,13.5,"ts_dimensions_height=76.5,ts_dimensions_length=12.7,ts_dimensions_width=125.5"
QE75Q7F5AUXXU,simple,34.2,"ts_dimensions_height=110,ts_dimensions_length=17.5,ts_dimensions_width=182.2"
QE85Q7F2AUXXU,simple,45.1,"ts_dimensions_height=120,ts_dimensions_length=17.1,ts_dimensions_width=207.5"
QE55Q7F5AUXXU,simple,17.1,"ts_dimensions_height=82.8,ts_dimensions_length=14.2,ts_dimensions_width=136.9"
QE43Q7F2AUXXU,simple,9.8,"ts_dimensions_height=65,ts_dimensions_length=12.3,ts_dimensions_width=109.7"
QE55QNX1DATXXU,simple,23,"ts_dimensions_height=82.8,ts_dimensions_length=15.4,ts_dimensions_width=139.6"
QE85QNX1DATXXU,simple,55.6,"ts_dimensions_height=120.2,ts_dimensions_length=19.6,ts_dimensions_width=205"
QE65QNX1DATXXU,simple,30.5,"ts_dimensions_height=93.5,ts_dimensions_length=16.4,ts_dimensions_width=160.6"
QE43LS03FAUXXU,simple,14.6,"ts_dimensions_height=67.7,ts_dimensions_length=16.5,ts_dimensions_width=108.7"
QE65QN900FTXXU,simple,33,"ts_dimensions_height=93.3,ts_dimensions_length=16.4,ts_dimensions_width=160"
QE50QN90FATXXU,simple,21.5,"ts_dimensions_height=76.7,ts_dimensions_length=14,ts_dimensions_width=131.7"
QE65QN90FATXXU,simple,33.6,"ts_dimensions_height=93.5,ts_dimensions_length=18.5,ts_dimensions_width=162.2"
QE65LS03FAUXXU,simple,32.1,"ts_dimensions_height=95,ts_dimensions_length=19.1,ts_dimensions_width=161.4"
QE55QN90FATXXU,simple,25.5,"ts_dimensions_height=82.6,ts_dimensions_length=17,ts_dimensions_width=144.8"
QE55LS03FAUXXU,simple,27.2,"ts_dimensions_height=84.6,ts_dimensions_length=18.5,ts_dimensions_width=140.5"
HW-B650D/XU,simple,9.1,"ts_dimensions_height=44.5,ts_dimensions_length=23.5,ts_dimensions_width=92.5"
UE75DU8500KXXU,simple,42.8,"ts_dimensions_height=113.8,ts_dimensions_length=19,ts_dimensions_width=183.4"
QE50LS01DAUXXU,simple,28.8,"ts_dimensions_height=82.7,ts_dimensions_length=29.9,ts_dimensions_width=130.1"
QE65LS01DAUXXU,simple,48.1,"ts_dimensions_height=102.8,ts_dimensions_length=37.7,ts_dimensions_width=163.6"
QE55LS01DAUXXU,simple,34.9,"ts_dimensions_height=89.4,ts_dimensions_length=30.8,ts_dimensions_width=140.3"
QE43LS01DAUXXU,simple,22.7,"ts_dimensions_height=73.4,ts_dimensions_length=26.5,ts_dimensions_width=112.3"
HW-Q800D/XU,simple,18,"ts_dimensions_height=57.6,ts_dimensions_length=27.2,ts_dimensions_width=118.2"
HW-Q990D/XU,simple,28.2,"ts_dimensions_height=59.5,ts_dimensions_length=27.7,ts_dimensions_width=130.9"
HW-Q930D/XU,simple,23.9,"ts_dimensions_height=58.5,ts_dimensions_length=27.7,ts_dimensions_width=118.7"
UE50DU8500KXXU,simple,16.3,"ts_dimensions_height=77.1,ts_dimensions_length=13.7,ts_dimensions_width=124.6"
UE43DU8500KXXU,simple,12.2,"ts_dimensions_height=67.7,ts_dimensions_length=12.9,ts_dimensions_width=109.3"
UE65DU8500KXXU,simple,28.7,"ts_dimensions_height=95,ts_dimensions_length=16.4,ts_dimensions_width=161.2"
QE55Q70DATXXU,simple,21.1,"ts_dimensions_height=84.6,ts_dimensions_length=14.8,ts_dimensions_width=139.9"
QE32Q50AEUXXU,simple,7.6,"ts_dimensions_height=53,ts_dimensions_length=12,ts_dimensions_width=81.1"
UE65DU7100KXXU,simple,16.4,"ts_dimensions_height=95,ts_dimensions_length=17.9,ts_dimensions_width=160.6"
QE65QN800DTXXU,simple,43.4,"ts_dimensions_height=93.5,ts_dimensions_length=19,ts_dimensions_width=165"
QE65QN95DATXXU,simple,35.5,"ts_dimensions_height=93.5,ts_dimensions_length=18.5,ts_dimensions_width=162.2"
QE65Q60DAUXXU,simple,28.3,"ts_dimensions_height=95,ts_dimensions_length=16.4,ts_dimensions_width=161.2"
UE65DU8000KXXU,simple,28.3,"ts_dimensions_height=95,ts_dimensions_length=16.4,ts_dimensions_width=161.2"
UE50DU7100KXXU,simple,14.2,"ts_dimensions_height=76,ts_dimensions_length=15.4,ts_dimensions_width=124.8"
UE55DU7100KXXU,simple,16.4,"ts_dimensions_height=82.8,ts_dimensions_length=15.8,ts_dimensions_width=138.6"
UE50DU8000KXXU,simple,15.9,"ts_dimensions_height=76.1,ts_dimensions_length=13.1,ts_dimensions_width=124.6"
UE43DU8000KXXU,simple,11.6,"ts_dimensions_height=66.7,ts_dimensions_length=12.6,ts_dimensions_width=109.3"
QE43Q60DAUXXU,simple,11.6,"ts_dimensions_height=66.7,ts_dimensions_length=12.6,ts_dimensions_width=109.3"
QE65S95DATXXU,simple,39.8,"ts_dimensions_height=93.5,ts_dimensions_length=17,ts_dimensions_width=162.5"
QE48S90DAEXXU,simple,16.5,"ts_dimensions_height=74.8,ts_dimensions_length=14.3,ts_dimensions_width=120.2"
QE65S90DATXXU,simple,28.4,"ts_dimensions_height=95,ts_dimensions_length=16,ts_dimensions_width=161.7"
QE55Q60DAUXXU,simple,22,"ts_dimensions_height=84.6,ts_dimensions_length=14.8,ts_dimensions_width=139.9"
QE50Q60DAUXXU,simple,15.9,"ts_dimensions_height=76.1,ts_dimensions_length=13.1,ts_dimensions_width=124.6"
QE55LS03DAUXXU,simple,27.2,"ts_dimensions_height=84.6,ts_dimensions_length=18.5,ts_dimensions_width=140.5"
UE24N4300AEXXU,simple,5.4,"ts_dimensions_height=41.9,ts_dimensions_length=12,ts_dimensions_width=74.7"
VG-SCFC85SGMXC,simple,2.84,"ts_dimensions_height=9.7,ts_dimensions_length=9.8,ts_dimensions_width=201.6"
HG50ET670UZXXU,simple,19.3,"ts_dimensions_height=78,ts_dimensions_length=15.2,ts_dimensions_width=135.7"
HG55ET670UZXXU,simple,22.8,"ts_dimensions_height=84.3,ts_dimensions_length=15.8,ts_dimensions_width=146.7"
LS32DM801UUXDU,simple,10.4,"ts_dimensions_height=13.2,ts_dimensions_length=48.5,ts_dimensions_width=92.5"
LS37D702EAUXXU,simple,11.5,"ts_dimensions_height=18.1,ts_dimensions_length=60.4,ts_dimensions_width=92.1"
LS27D402GAUXEN,simple,5.6,"ts_dimensions_height=10.9,ts_dimensions_length=48.8,ts_dimensions_width=65.5"
LS27D300GAUXXU,simple,4.3,"ts_dimensions_height=10,ts_dimensions_length=40.3,ts_dimensions_width=71"
LS49DG934SUXXU,simple,18.5,"ts_dimensions_height=24,ts_dimensions_length=47.4,ts_dimensions_width=135.2"
LS22D310EAUXXU,simple,4,"ts_dimensions_height=11.7,ts_dimensions_length=37.6,ts_dimensions_width=56.9"
LS24D310EAUXXU,simple,4.6,"ts_dimensions_height=11.7,ts_dimensions_length=42,ts_dimensions_width=61.7"
LS22D300GAUXXU,simple,3.1,"ts_dimensions_height=10,ts_dimensions_length=33.4,ts_dimensions_width=58.5"
LS24D300GAUXXU,simple,3.8,"ts_dimensions_height=10,ts_dimensions_length=36.3,ts_dimensions_width=63.6"
LS22D400GAUXXU,simple,4.5,"ts_dimensions_height=10.9,ts_dimensions_length=41.6,ts_dimensions_width=53.2"
LS27D400GAUXXU,simple,5.6,"ts_dimensions_height=10.9,ts_dimensions_length=48.8,ts_dimensions_width=65.5"
LS32DG702EUXXU,simple,10.1,"ts_dimensions_height=16.6,ts_dimensions_length=51.7,ts_dimensions_width=79.6"
LS27DG702EUXXU,simple,8.9,"ts_dimensions_height=15.9,ts_dimensions_length=47.8,ts_dimensions_width=69.5"
LS27DG612SUXXU,simple,9.5,"ts_dimensions_height=20,ts_dimensions_length=46.4,ts_dimensions_width=68.4"
LS32DG300EUXXU,simple,8.5,"ts_dimensions_height=19,ts_dimensions_length=53.2,ts_dimensions_width=82"
LS24D366GAUXXU,simple,4.9,"ts_dimensions_height=39,ts_dimensions_length=16.2,ts_dimensions_width=61.2"
LS24DG302EUXEN,simple,5.6,"ts_dimensions_height=18.4,ts_dimensions_length=43.9,ts_dimensions_width=61.8"
LS27D360GAUXEN,simple,6,"ts_dimensions_height=44.2,ts_dimensions_length=17.5,ts_dimensions_width=68.7"
LS32DG500EUXEN,simple,9.7,"ts_dimensions_height=16.6,ts_dimensions_length=51.9,ts_dimensions_width=79.8"
LS27D360GAUXXU,simple,6,"ts_dimensions_height=17.5,ts_dimensions_length=44.2,ts_dimensions_width=68.7"
LS32DG502EUXXU,simple,9.7,"ts_dimensions_height=16.6,ts_dimensions_length=51.9,ts_dimensions_width=79.8"
LS32DM801UUXXU,simple,10.4,"ts_dimensions_height=13.2,ts_dimensions_length=48.5,ts_dimensions_width=92.5"
LS32D800UAUXEN,simple,8.9,"ts_dimensions_height=16,ts_dimensions_length=54.6,ts_dimensions_width=79.8"
LS32D800EAUXEN,simple,8.9,"ts_dimensions_height=16,ts_dimensions_length=54.6,ts_dimensions_width=79.8"
LS27D800EAUXEN,simple,7.9,"ts_dimensions_height=16,ts_dimensions_length=51,ts_dimensions_width=68.7"
LS55CG970NUXXU,simple,57.1,"ts_dimensions_height=92.2,ts_dimensions_length=31.7,ts_dimensions_width=136.2"
LS34C650TAUXEN,simple,10.5,"ts_dimensions_height=12.5,ts_dimensions_length=36.7,ts_dimensions_width=80.7"
LS24C432GAUXEN,simple,6.8,"ts_dimensions_height=15.4,ts_dimensions_length=39.2,ts_dimensions_width=78"
LS24C312EAUXEN,simple,4.3,"ts_dimensions_height=14.7,ts_dimensions_length=38,ts_dimensions_width=60.7"
LS22C310EAUXEN,simple,3.7,"ts_dimensions_height=14.6,ts_dimensions_length=35.2,ts_dimensions_width=54.6"
LS22C310EAUXXU,simple,3.7,"ts_dimensions_height=14.6,ts_dimensions_length=35.2,ts_dimensions_width=54.6"
LS27C310EAUXXU,simple,5.6,"ts_dimensions_height=43,ts_dimensions_length=15.5,ts_dimensions_width=67.8"
LS32C390EAUXEN,simple,9.3,"ts_dimensions_height=54.2,ts_dimensions_length=24.2,ts_dimensions_width=80.6"
RS67A8811S9,simple,117,"ts_dimensions_height=190.7,ts_dimensions_length=77.6,ts_dimensions_width=98"
NK36N9804VB,simple,37.6,"ts_dimensions_height=45.3,ts_dimensions_length=91.5,ts_dimensions_width=103.4"
BRB26705DWW,simple,70,"ts_dimensions_height=186.4,ts_dimensions_length=62.9,ts_dimensions_width=60"
BRR29600EWW/EU,simple,70,"ts_dimensions_height=186,ts_dimensions_length=62.9,ts_dimensions_width=58"
BRZ22600EWW/EU,simple,67,"ts_dimensions_height=186,ts_dimensions_length=62.9,ts_dimensions_width=54"
NK24M3050PS/U1,simple,9.4,"ts_dimensions_height=51,ts_dimensions_length=29.3,ts_dimensions_width=65.2"
RB53DG703CS9EU,simple,112.5,"ts_dimensions_height=211.6,ts_dimensions_length=74.5,ts_dimensions_width=77.5"
BRB80F26ADS0EU,simple,70,"ts_dimensions_height=186.4,ts_dimensions_length=62.9,ts_dimensions_width=60"
RB34C600ESA,simple,69,"ts_dimensions_height=193.5,ts_dimensions_length=74,ts_dimensions_width=63.7"
RS66DG813CS9EU,simple,125,"ts_dimensions_height=191.2,ts_dimensions_length=77.6,ts_dimensions_width=98"
RS62DG5003S9EU,simple,,"ts_dimensions_height=190.9,ts_dimensions_length=77.6,ts_dimensions_width=97.4"
RS65DG54M3SLEU,simple,0.12,"ts_dimensions_height=190.9,ts_dimensions_length=77.6,ts_dimensions_width=97.4"
RS68CG882ES9EU,simple,115,"ts_dimensions_height=191.2,ts_dimensions_length=77.6,ts_dimensions_width=98"
QE75QN73FATXXU,simple,40.3,"ts_dimensions_height=108,ts_dimensions_length=16.4,ts_dimensions_width=181.5"
MS23K3513AW/EU,simple,13.5,"ts_dimensions_height=32.6,ts_dimensions_length=42.3,ts_dimensions_width=55.2"
QE65QN73FATXXU,simple,28,"ts_dimensions_height=93.3,ts_dimensions_length=14.8,ts_dimensions_width=159.7"
SU408A,simple,1.35,"ts_dimensions_height=17.6,ts_dimensions_length=29.1,ts_dimensions_width=35.8"
MC32K7055CK,simple,23,"ts_dimensions_height=38.2,ts_dimensions_length=56,ts_dimensions_width=60"
RH60EDOEH6011SS,simple,61,"ts_dimensions_height=97.7,ts_dimensions_length=68.4,ts_dimensions_width=64.5"
RH180FFFF551E1W,simple,56,"ts_dimensions_height=185.2,ts_dimensions_length=63.2,ts_dimensions_width=57.8"
RH145FF501E1B,simple,42.5,"ts_dimensions_height=152,ts_dimensions_length=59,ts_dimensions_width=54"
RH300CF201B,simple,50,"ts_dimensions_height=85,ts_dimensions_length=70,ts_dimensions_width=112"
RH180FF541E1S,simple,56,"ts_dimensions_height=185.2,ts_dimensions_length=63.2,ts_dimensions_width=57.8"
RH180FFFF551E1B,simple,56,"ts_dimensions_height=185.2,ts_dimensions_length=63.2,ts_dimensions_width=57.8"
RH85UCLF552E1W,simple,28,"ts_dimensions_height=88.5,ts_dimensions_length=58.8,ts_dimensions_width=57"
RH180FFFF551E1S,simple,56,"ts_dimensions_height=185.2,ts_dimensions_length=63.2,ts_dimensions_width=57.8"
RH180FF541E1B,simple,56,"ts_dimensions_height=185.2,ts_dimensions_length=63.2,ts_dimensions_width=57.8"
RH85UCFZ552E1W,simple,26,"ts_dimensions_height=88.5,ts_dimensions_length=58.8,ts_dimensions_width=57"
RH180FFFF551E1DS,simple,56,"ts_dimensions_height=185.2,ts_dimensions_length=63.2,ts_dimensions_width=57.8"
RHTTLF1,simple,15.9,"ts_dimensions_height=52.5,ts_dimensions_length=47.6,ts_dimensions_width=51.8"
RH55LF143SS,simple,42,"ts_dimensions_height=147.3,ts_dimensions_length=60.5,ts_dimensions_width=57.5"
RH55LF143B,simple,42,"ts_dimensions_height=147.3,ts_dimensions_length=60.5,ts_dimensions_width=57.5"
RH99CF1001B,simple,23,"ts_dimensions_height=87,ts_dimensions_length=52,ts_dimensions_width=57.8"
RH142CF2002B,simple,26,"ts_dimensions_height=86.5,ts_dimensions_length=57.8,ts_dimensions_width=66.5"
RH60EDOIH6011SS,simple,61,"ts_dimensions_height=97.7,ts_dimensions_length=68.4,ts_dimensions_width=64.5"
RH60EDOIH6011B,simple,61,"ts_dimensions_height=97.7,ts_dimensions_length=68.4,ts_dimensions_width=64.5"
RH90AFF201SS,simple,82,"ts_dimensions_height=186.2,ts_dimensions_length=63,ts_dimensions_width=97.2"
RH85UCLF552E1B,simple,28,"ts_dimensions_height=88.5,ts_dimensions_length=58.8,ts_dimensions_width=57"
RH198CF3003B,simple,29,"ts_dimensions_height=86.5,ts_dimensions_length=57.8,ts_dimensions_width=85.3"
RH145FF501E1W,simple,42.5,"ts_dimensions_height=152,ts_dimensions_length=59,ts_dimensions_width=54"
RHTTF0E1B,simple,16.6,"ts_dimensions_height=50.9,ts_dimensions_length=46.5,ts_dimensions_width=52"
RH85UCFZ552E1B,simple,26,"ts_dimensions_height=88.5,ts_dimensions_length=58.8,ts_dimensions_width=57"
RH198CF0E1W,simple,29.2,"ts_dimensions_height=86.5,ts_dimensions_length=57.8,ts_dimensions_width=85.3"
RH99CF0E1W,simple,23.05,"ts_dimensions_height=87,ts_dimensions_length=52,ts_dimensions_width=57.8"
RHTTFZ1,simple,18.35,"ts_dimensions_height=52.5,ts_dimensions_length=47.5,ts_dimensions_width=51"
RHTTF67SS,simple,18.7,"ts_dimensions_height=71.5,ts_dimensions_length=54.5,ts_dimensions_width=46.5"
RHTTF67B,simple,,"ts_dimensions_height=71.5,ts_dimensions_length=54.5,ts_dimensions_width=46.5"
